Order ID,Date,Month,Month_Num,Quarter,Category,Product,Unit Price,Quantity,Discount,Revenue,Profit,Region,City,Channel,Customer Segment,Customer ID
ORD-10953,2024-09-30,Sep,9,Q3,Office Supplies,Whiteboard 4x3,123.56,7,0.1,778.43,320.62,North,Detroit,Wholesale,Consumer,CUST-8040
ORD-10954,2024-12-25,Dec,12,Q4,Furniture,Standing Desk,456.79,1,0.0,456.79,180.93,East,Boston,Online,SMB,CUST-1949
ORD-10955,2024-05-01,May,5,Q2,Technology,"Laptop Pro 15""",989.85,3,0.1,2672.6,876.39,North,Chicago,Wholesale,Enterprise,CUST-1931
ORD-10956,2024-02-09,Feb,2,Q1,Technology,Gaming Mouse,54.75,2,0.0,109.5,50.65,South,Atlanta,Online,SMB,CUST-3005
ORD-10957,2024-12-02,Dec,12,Q4,Technology,Webcam HD,124.69,1,0.0,124.69,46.59,East,New York,Online,SMB,CUST-7011
ORD-10958,2024-10-09,Oct,10,Q4,Technology,USB-C Hub,65.34,1,0.0,65.34,24.54,North,Chicago,Online,SMB,CUST-8966
ORD-10959,2024-05-23,May,5,Q2,Technology,Mechanical Keyboard,164.73,2,0.05,312.99,148.28,South,Houston,Online,Consumer,CUST-3325
ORD-10960,2024-01-19,Jan,1,Q1,Clothing,Formal Tie,34.85,1,0.1,31.37,9.78,North,Detroit,Wholesale,SMB,CUST-7294
ORD-10961,2024-06-02,Jun,6,Q2,Office Supplies,Ballpoint Pens (24pk),8.6,7,0.15,51.17,23.23,North,Detroit,Online,Enterprise,CUST-4370
ORD-10962,2024-07-13,Jul,7,Q3,Technology,"Monitor 27""",458.75,1,0.05,435.81,236.28,East,New York,Direct Sales,Consumer,CUST-6508
ORD-10963,2024-05-14,May,5,Q2,Office Supplies,Stapler Pro,41.72,3,0.0,125.16,42.89,West,Seattle,Wholesale,Government,CUST-1935
ORD-10964,2024-02-25,Feb,2,Q1,Office Supplies,Paper Shredder,136.27,2,0.15,231.66,100.57,East,New York,Direct Sales,SMB,CUST-4903
ORD-10965,2024-03-08,Mar,3,Q1,Clothing,Work Trousers,96.98,4,0.2,310.34,164.05,South,Atlanta,Online,SMB,CUST-5493
ORD-10966,2024-07-04,Jul,7,Q3,Technology,Webcam HD,113.77,2,0.1,204.79,81.51,North,Detroit,In-Store,SMB,CUST-5333
ORD-10967,2024-04-01,Apr,4,Q2,Furniture,Ergonomic Chair,402.97,3,0.0,1208.91,372.98,West,LA,Online,SMB,CUST-2303
ORD-10968,2024-05-21,May,5,Q2,Clothing,Leather Belt,37.56,4,0.0,150.24,75.88,East,Boston,Wholesale,Enterprise,CUST-3858
ORD-10969,2024-03-16,Mar,3,Q1,Clothing,Formal Tie,20.78,2,0.0,41.56,22.46,West,Seattle,Online,Consumer,CUST-1996
ORD-10970,2024-05-12,May,5,Q2,Clothing,Business Shirt,72.92,3,0.15,185.95,85.85,North,Chicago,Online,Enterprise,CUST-8271
ORD-10971,2024-02-27,Feb,2,Q1,Furniture,Standing Desk,501.02,1,0.05,475.97,163.12,West,LA,In-Store,Consumer,CUST-3344
ORD-10972,2024-01-13,Jan,1,Q1,Technology,Smart Speaker,82.5,3,0.0,247.5,95.78,West,Seattle,In-Store,Enterprise,CUST-1730
ORD-10973,2024-05-28,May,5,Q2,Clothing,Leather Belt,26.02,1,0.05,24.72,8.6,East,New York,Online,SMB,CUST-3458
ORD-10974,2024-07-14,Jul,7,Q3,Office Supplies,Ballpoint Pens (24pk),17.55,3,0.2,42.12,12.72,West,LA,Wholesale,SMB,CUST-1842
ORD-10975,2024-11-06,Nov,11,Q4,Furniture,Desk Lamp,65.02,8,0.0,520.16,260.73,East,New York,Online,Consumer,CUST-6930
ORD-10976,2024-04-28,Apr,4,Q2,Furniture,Monitor Stand,126.79,2,0.05,240.9,105.69,West,Seattle,Online,SMB,CUST-2252
ORD-10977,2024-07-04,Jul,7,Q3,Office Supplies,Stapler Pro,32.47,4,0.0,129.88,52.95,South,Houston,Wholesale,SMB,CUST-3263
ORD-10978,2024-11-06,Nov,11,Q4,Technology,Webcam HD,82.91,3,0.0,248.73,111.4,South,Atlanta,In-Store,Consumer,CUST-3947
ORD-10979,2024-08-20,Aug,8,Q3,Technology,Wireless Headphones,129.24,1,0.1,116.32,43.29,West,LA,Online,Enterprise,CUST-8068
ORD-10980,2024-01-13,Jan,1,Q1,Office Supplies,Ballpoint Pens (24pk),9.32,2,0.15,15.84,5.07,West,Seattle,Online,Consumer,CUST-4955
ORD-10981,2024-12-30,Dec,12,Q4,Technology,Smart Speaker,138.74,6,0.15,707.57,284.54,North,Chicago,Online,Government,CUST-8354
ORD-10982,2024-07-28,Jul,7,Q3,Office Supplies,Whiteboard 4x3,92.14,8,0.0,737.12,380.61,South,Houston,Online,Enterprise,CUST-7060
ORD-10983,2024-12-11,Dec,12,Q4,Office Supplies,Whiteboard 4x3,94.63,6,0.0,567.78,209.72,East,New York,Online,SMB,CUST-1791
ORD-10984,2024-10-15,Oct,10,Q4,Furniture,Desk Lamp,67.99,6,0.1,367.15,162.77,East,Boston,Online,Enterprise,CUST-3346
ORD-10985,2024-01-22,Jan,1,Q1,Office Supplies,Stapler Pro,31.92,3,0.0,95.76,31.61,East,New York,Online,Enterprise,CUST-5716
ORD-10986,2024-05-20,May,5,Q2,Furniture,Standing Desk,841.67,1,0.0,841.67,269.82,North,Chicago,In-Store,Enterprise,CUST-4388
ORD-10987,2024-10-09,Oct,10,Q4,Office Supplies,Sticky Notes Bulk,15.55,1,0.15,13.22,4.1,South,Houston,In-Store,Consumer,CUST-7054
ORD-10988,2024-04-14,Apr,4,Q2,Technology,"Monitor 27""",518.63,7,0.05,3448.89,1180.35,East,New York,In-Store,Government,CUST-2965
ORD-10989,2024-08-15,Aug,8,Q3,Clothing,Wool Sweater,90.04,4,0.15,306.14,92.37,North,Detroit,Wholesale,Consumer,CUST-4644
ORD-10990,2024-02-08,Feb,2,Q1,Technology,Smart Speaker,76.61,2,0.05,145.56,61.4,North,Detroit,Wholesale,Enterprise,CUST-2645
ORD-10991,2024-12-27,Dec,12,Q4,Office Supplies,Label Maker,36.62,4,0.05,139.16,47.4,North,Chicago,Online,SMB,CUST-4607
ORD-10992,2024-12-10,Dec,12,Q4,Technology,Gaming Mouse,53.18,4,0.1,191.45,70.19,East,New York,Online,Consumer,CUST-9459
ORD-10993,2024-04-19,Apr,4,Q2,Technology,Wireless Headphones,137.88,3,0.05,392.96,146.38,North,Detroit,In-Store,Consumer,CUST-4845
ORD-10994,2024-11-22,Nov,11,Q4,Technology,Mechanical Keyboard,168.01,1,0.1,151.21,50.09,West,Seattle,Wholesale,SMB,CUST-6851
ORD-10995,2024-10-05,Oct,10,Q4,Furniture,Ergonomic Chair,325.63,1,0.2,260.5,84.87,East,Boston,Direct Sales,SMB,CUST-7960
ORD-10996,2024-02-29,Feb,2,Q1,Technology,Smart Speaker,115.06,2,0.0,230.12,103.66,South,Atlanta,Wholesale,Consumer,CUST-7750
ORD-10997,2024-12-17,Dec,12,Q4,Technology,Webcam HD,77.75,1,0.0,77.75,26.22,West,LA,In-Store,SMB,CUST-6203
ORD-10998,2024-07-29,Jul,7,Q3,Furniture,Filing Cabinet,212.78,3,0.0,638.34,342.37,West,LA,Online,Consumer,CUST-6054
ORD-10999,2024-08-17,Aug,8,Q3,Furniture,Desk Lamp,82.78,3,0.05,235.92,83.78,North,Detroit,Online,SMB,CUST-1345
ORD-11000,2024-07-13,Jul,7,Q3,Technology,Smart Speaker,140.22,1,0.1,126.2,51.97,North,Chicago,Online,Enterprise,CUST-3572
ORD-11001,2024-10-01,Oct,10,Q4,Furniture,Monitor Stand,67.35,2,0.1,121.23,39.08,East,Boston,Online,Consumer,CUST-1223
ORD-11002,2024-01-19,Jan,1,Q1,Office Supplies,Ballpoint Pens (24pk),13.01,1,0.1,11.71,6.32,East,Boston,Online,Consumer,CUST-5051
ORD-11003,2024-01-18,Jan,1,Q1,Technology,Wireless Headphones,176.56,1,0.0,176.56,79.42,East,New York,Online,SMB,CUST-7805
ORD-11004,2024-01-11,Jan,1,Q1,Technology,Mechanical Keyboard,97.6,3,0.05,278.16,125.79,East,Boston,Online,Consumer,CUST-5950
ORD-11005,2024-05-20,May,5,Q2,Furniture,Ergonomic Chair,341.49,4,0.05,1297.66,560.78,East,Boston,Online,Government,CUST-5563
ORD-11006,2024-09-04,Sep,9,Q3,Technology,USB-C Hub,58.12,1,0.2,46.5,17.12,East,New York,In-Store,SMB,CUST-1407
ORD-11007,2024-07-22,Jul,7,Q3,Office Supplies,Binder Set,26.88,3,0.05,76.61,29.82,East,New York,Wholesale,Government,CUST-2562
ORD-11008,2024-10-14,Oct,10,Q4,Technology,Gaming Mouse,77.04,3,0.0,231.12,103.82,West,LA,Online,SMB,CUST-7747
ORD-11009,2024-06-08,Jun,6,Q2,Office Supplies,Sticky Notes Bulk,15.73,2,0.05,29.89,11.97,North,Detroit,In-Store,Consumer,CUST-9007
ORD-11010,2024-10-06,Oct,10,Q4,Furniture,Monitor Stand,67.86,2,0.0,135.72,58.26,North,Chicago,Online,Enterprise,CUST-3085
ORD-11011,2024-01-07,Jan,1,Q1,Technology,Wireless Headphones,98.94,2,0.0,197.88,60.75,North,Detroit,In-Store,Consumer,CUST-9594
ORD-11012,2024-09-06,Sep,9,Q3,Technology,"Monitor 27""",418.82,2,0.0,837.64,369.51,East,Boston,In-Store,Consumer,CUST-7088
ORD-11013,2024-10-15,Oct,10,Q4,Office Supplies,Sticky Notes Bulk,20.8,3,0.05,59.28,20.71,East,Boston,In-Store,Enterprise,CUST-6409
ORD-11014,2024-03-10,Mar,3,Q1,Technology,Gaming Mouse,45.53,2,0.0,91.06,46.66,North,Chicago,Online,Enterprise,CUST-2537
ORD-11015,2024-10-02,Oct,10,Q4,Furniture,Ergonomic Chair,270.39,1,0.0,270.39,138.14,East,New York,Online,Enterprise,CUST-4156
ORD-11016,2024-05-20,May,5,Q2,Technology,"Monitor 27""",474.34,1,0.0,474.34,186.83,West,Seattle,In-Store,Consumer,CUST-4319
ORD-11017,2024-02-09,Feb,2,Q1,Office Supplies,Ballpoint Pens (24pk),15.31,2,0.0,30.62,14.83,North,Chicago,Wholesale,SMB,CUST-7274
ORD-11018,2024-06-18,Jun,6,Q2,Office Supplies,Paper Shredder,146.0,4,0.1,525.6,208.15,West,LA,Online,Consumer,CUST-4546
ORD-11019,2024-02-16,Feb,2,Q1,Clothing,Leather Belt,30.86,3,0.0,92.58,30.68,East,New York,Wholesale,Enterprise,CUST-9383
ORD-11020,2024-08-13,Aug,8,Q3,Furniture,Filing Cabinet,198.06,3,0.05,564.47,293.91,West,Seattle,Wholesale,Consumer,CUST-6816
ORD-11021,2024-06-08,Jun,6,Q2,Office Supplies,Label Maker,50.23,3,0.15,128.09,43.48,South,Atlanta,In-Store,Consumer,CUST-8235
ORD-11022,2024-09-07,Sep,9,Q3,Office Supplies,Paper Shredder,120.68,6,0.05,687.88,303.46,East,New York,Online,SMB,CUST-8636
ORD-11023,2024-12-09,Dec,12,Q4,Technology,"Monitor 27""",363.13,6,0.05,2069.84,622.04,South,Atlanta,Online,Government,CUST-1174
ORD-11024,2024-04-10,Apr,4,Q2,Furniture,Desk Lamp,48.74,4,0.05,185.21,86.66,East,Boston,In-Store,Enterprise,CUST-5473
ORD-11025,2024-01-18,Jan,1,Q1,Office Supplies,Binder Set,27.56,4,0.2,88.19,32.98,East,New York,Direct Sales,Consumer,CUST-8713
ORD-11026,2024-11-07,Nov,11,Q4,Office Supplies,Binder Set,22.17,1,0.1,19.95,7.74,North,Chicago,Online,Consumer,CUST-3509
ORD-11027,2024-12-27,Dec,12,Q4,Office Supplies,Sticky Notes Bulk,16.66,6,0.1,89.96,46.79,West,LA,Online,Consumer,CUST-5546
ORD-11028,2024-04-09,Apr,4,Q2,Office Supplies,Notebook Pack,17.66,2,0.05,33.55,10.91,South,Atlanta,In-Store,Government,CUST-7605
ORD-11029,2024-08-01,Aug,8,Q3,Office Supplies,Notebook Pack,13.1,4,0.1,47.16,20.03,East,New York,Online,Enterprise,CUST-4255
ORD-11030,2024-12-18,Dec,12,Q4,Furniture,Standing Desk,716.65,8,0.1,5159.88,1623.96,East,Boston,In-Store,Enterprise,CUST-8639
ORD-11031,2024-10-17,Oct,10,Q4,Office Supplies,Ballpoint Pens (24pk),13.66,2,0.0,27.32,14.23,North,Chicago,In-Store,Enterprise,CUST-1329
ORD-11032,2024-03-27,Mar,3,Q1,Office Supplies,Stapler Pro,38.14,4,0.0,152.56,50.45,South,Atlanta,Wholesale,Consumer,CUST-4130
ORD-11033,2024-03-08,Mar,3,Q1,Technology,"Monitor 27""",510.77,1,0.0,510.77,262.99,East,Boston,Online,Enterprise,CUST-4264
ORD-11034,2024-03-31,Mar,3,Q1,Clothing,Work Trousers,90.85,2,0.0,181.7,77.68,East,Boston,Wholesale,SMB,CUST-3793
ORD-11035,2024-01-19,Jan,1,Q1,Clothing,Leather Belt,40.43,3,0.05,115.23,57.31,West,Seattle,In-Store,Consumer,CUST-5729
ORD-11036,2024-04-16,Apr,4,Q2,Technology,Webcam HD,65.35,1,0.1,58.81,28.55,West,Seattle,Online,Enterprise,CUST-4054
ORD-11037,2024-08-31,Aug,8,Q3,Technology,Smart Speaker,86.23,1,0.0,86.23,34.74,North,Detroit,In-Store,Consumer,CUST-1129
ORD-11038,2024-03-22,Mar,3,Q1,Furniture,Bookshelf 5-Tier,119.3,1,0.15,101.41,51.03,East,Boston,Online,SMB,CUST-1356
ORD-11039,2024-08-12,Aug,8,Q3,Office Supplies,Binder Set,32.25,3,0.05,91.91,33.75,West,LA,Online,SMB,CUST-6535
ORD-11040,2024-09-04,Sep,9,Q3,Office Supplies,Paper Shredder,62.61,3,0.15,159.66,78.46,North,Detroit,Online,SMB,CUST-7565
ORD-11041,2024-10-30,Oct,10,Q4,Technology,Mechanical Keyboard,172.01,4,0.15,584.83,180.53,South,Houston,Online,SMB,CUST-1881
ORD-11042,2024-02-16,Feb,2,Q1,Technology,Mechanical Keyboard,161.13,1,0.0,161.13,81.96,North,Chicago,Online,Enterprise,CUST-6038
ORD-11043,2024-02-11,Feb,2,Q1,Technology,USB-C Hub,60.83,2,0.1,109.49,56.0,East,New York,In-Store,SMB,CUST-8713
ORD-11044,2024-10-08,Oct,10,Q4,Office Supplies,Stapler Pro,46.38,6,0.05,264.37,90.46,South,Houston,Online,SMB,CUST-3187
ORD-11045,2024-07-23,Jul,7,Q3,Office Supplies,Paper Shredder,132.78,2,0.1,239.0,106.08,West,LA,Online,Consumer,CUST-1440
ORD-11046,2024-04-23,Apr,4,Q2,Clothing,Casual Sneakers,120.43,2,0.0,240.86,112.01,North,Detroit,Direct Sales,Consumer,CUST-3262
ORD-11047,2024-09-12,Sep,9,Q3,Technology,USB-C Hub,54.1,2,0.0,108.2,49.12,South,Atlanta,Online,SMB,CUST-8875
ORD-11048,2024-01-18,Jan,1,Q1,Technology,"Monitor 27""",352.86,3,0.0,1058.58,445.31,North,Detroit,Wholesale,SMB,CUST-2661
ORD-11049,2024-12-01,Dec,12,Q4,Clothing,Business Shirt,47.04,1,0.0,47.04,19.91,West,LA,In-Store,Government,CUST-7581
ORD-11050,2024-08-04,Aug,8,Q3,Office Supplies,Paper Shredder,97.25,4,0.1,350.1,182.41,West,Seattle,Wholesale,Consumer,CUST-9765
ORD-11051,2024-07-05,Jul,7,Q3,Technology,Mechanical Keyboard,177.27,3,0.05,505.22,229.44,North,Chicago,Online,Government,CUST-5224
ORD-11052,2024-04-11,Apr,4,Q2,Furniture,Desk Lamp,75.38,3,0.0,226.14,121.63,East,New York,Online,SMB,CUST-7014
ORD-11053,2024-01-26,Jan,1,Q1,Clothing,Formal Tie,32.29,4,0.0,129.16,49.24,North,Detroit,Online,SMB,CUST-1287
ORD-11054,2024-08-16,Aug,8,Q3,Technology,"Laptop Pro 15""",1137.31,3,0.0,3411.93,1845.33,West,LA,Online,SMB,CUST-3065
ORD-11055,2024-03-15,Mar,3,Q1,Office Supplies,Whiteboard 4x3,140.42,1,0.0,140.42,61.15,South,Atlanta,Online,SMB,CUST-1627
ORD-11056,2024-03-16,Mar,3,Q1,Office Supplies,Ballpoint Pens (24pk),11.82,1,0.2,9.46,5.02,East,Boston,Online,Enterprise,CUST-5208
ORD-11057,2024-11-30,Nov,11,Q4,Office Supplies,Ballpoint Pens (24pk),16.37,4,0.0,65.48,34.11,South,Atlanta,Direct Sales,Consumer,CUST-9833
ORD-11058,2024-05-04,May,5,Q2,Office Supplies,Notebook Pack,18.36,5,0.0,91.8,33.03,West,Seattle,In-Store,Consumer,CUST-5535
ORD-11059,2024-09-13,Sep,9,Q3,Office Supplies,Whiteboard 4x3,141.78,4,0.05,538.76,259.59,West,LA,Online,SMB,CUST-3126
ORD-11060,2024-05-20,May,5,Q2,Technology,Smart Speaker,58.71,2,0.0,117.42,43.77,South,Houston,In-Store,Consumer,CUST-8547
ORD-11061,2024-10-28,Oct,10,Q4,Furniture,Desk Lamp,55.44,7,0.0,388.08,123.23,North,Detroit,Online,SMB,CUST-8280
ORD-11062,2024-03-18,Mar,3,Q1,Furniture,Monitor Stand,88.92,1,0.05,84.47,42.87,West,Seattle,Online,Consumer,CUST-2287
ORD-11063,2024-11-19,Nov,11,Q4,Furniture,Bookshelf 5-Tier,96.48,6,0.1,520.99,217.57,East,Boston,Wholesale,SMB,CUST-8657
ORD-11064,2024-01-16,Jan,1,Q1,Technology,Mechanical Keyboard,145.18,1,0.05,137.92,61.53,North,Detroit,In-Store,SMB,CUST-4845
ORD-11065,2024-07-11,Jul,7,Q3,Clothing,Casual Sneakers,89.27,3,0.15,227.64,118.17,West,LA,Online,Enterprise,CUST-5740
ORD-11066,2024-04-01,Apr,4,Q2,Clothing,Formal Tie,54.24,1,0.05,51.53,23.81,South,Atlanta,Direct Sales,SMB,CUST-6950
ORD-11067,2024-11-18,Nov,11,Q4,Technology,Smart Speaker,99.23,4,0.05,377.07,186.17,West,Seattle,Wholesale,SMB,CUST-8363
ORD-11068,2024-03-21,Mar,3,Q1,Clothing,Casual Sneakers,91.0,1,0.0,91.0,31.17,West,LA,In-Store,Enterprise,CUST-7850
ORD-11069,2024-08-02,Aug,8,Q3,Furniture,Monitor Stand,51.32,3,0.0,153.96,61.21,North,Detroit,Direct Sales,SMB,CUST-5095
ORD-11070,2024-03-26,Mar,3,Q1,Office Supplies,Binder Set,34.42,6,0.2,165.22,89.93,West,LA,Wholesale,Enterprise,CUST-7046
ORD-11071,2024-05-02,May,5,Q2,Technology,USB-C Hub,55.14,3,0.0,165.42,53.99,South,Atlanta,In-Store,Consumer,CUST-8268
ORD-11072,2024-05-03,May,5,Q2,Office Supplies,Binder Set,30.01,2,0.0,60.02,23.95,East,New York,Online,Consumer,CUST-2144
ORD-11073,2024-01-04,Jan,1,Q1,Office Supplies,Whiteboard 4x3,138.37,1,0.2,110.7,37.02,North,Detroit,Direct Sales,Consumer,CUST-9803
ORD-11074,2024-03-02,Mar,3,Q1,Office Supplies,Notebook Pack,19.45,4,0.1,70.02,37.46,West,LA,Online,Consumer,CUST-9381
ORD-11075,2024-11-18,Nov,11,Q4,Office Supplies,Whiteboard 4x3,131.99,6,0.0,791.94,267.86,North,Chicago,Online,Consumer,CUST-3325
ORD-11076,2024-05-04,May,5,Q2,Office Supplies,Stapler Pro,26.94,3,0.0,80.82,30.43,West,Seattle,Wholesale,Consumer,CUST-6610
ORD-11077,2024-05-31,May,5,Q2,Office Supplies,Label Maker,60.49,1,0.05,57.47,23.44,North,Chicago,Online,SMB,CUST-4621
ORD-11078,2024-07-08,Jul,7,Q3,Office Supplies,Paper Shredder,86.6,4,0.1,311.76,127.23,East,Boston,In-Store,Consumer,CUST-3530
ORD-11079,2024-12-21,Dec,12,Q4,Technology,Webcam HD,119.14,3,0.0,357.42,176.22,South,Atlanta,Online,Enterprise,CUST-6966
ORD-11080,2024-09-17,Sep,9,Q3,Office Supplies,Whiteboard 4x3,107.16,4,0.15,364.34,111.82,South,Atlanta,In-Store,SMB,CUST-8950
ORD-11081,2024-11-27,Nov,11,Q4,Technology,Gaming Mouse,54.47,1,0.15,46.3,25.3,North,Detroit,Online,Enterprise,CUST-3459
ORD-11082,2024-05-22,May,5,Q2,Office Supplies,Ballpoint Pens (24pk),14.5,5,0.0,72.5,31.55,North,Chicago,In-Store,SMB,CUST-1538
ORD-11083,2024-07-23,Jul,7,Q3,Office Supplies,Label Maker,49.3,3,0.0,147.9,45.79,North,Chicago,Online,SMB,CUST-5009
ORD-11084,2024-05-11,May,5,Q2,Office Supplies,Sticky Notes Bulk,28.79,1,0.05,27.35,13.37,West,LA,Online,Consumer,CUST-5546
ORD-11085,2024-02-16,Feb,2,Q1,Office Supplies,Ballpoint Pens (24pk),17.06,1,0.0,17.06,8.09,South,Houston,Online,Consumer,CUST-8819
ORD-11086,2024-08-25,Aug,8,Q3,Technology,"Laptop Pro 15""",1026.54,1,0.05,975.21,488.48,North,Detroit,Online,Enterprise,CUST-9886
ORD-11087,2024-10-28,Oct,10,Q4,Technology,Gaming Mouse,61.2,5,0.0,306.0,135.42,North,Detroit,Wholesale,Enterprise,CUST-8475
ORD-11088,2024-01-01,Jan,1,Q1,Technology,"Monitor 27""",479.41,1,0.0,479.41,242.52,West,Seattle,Direct Sales,SMB,CUST-9719
ORD-11089,2024-05-07,May,5,Q2,Technology,Webcam HD,102.81,3,0.0,308.43,111.3,South,Atlanta,Online,Consumer,CUST-9348
ORD-11090,2024-08-28,Aug,8,Q3,Furniture,Standing Desk,431.78,2,0.0,863.56,409.19,West,Seattle,In-Store,SMB,CUST-3992
ORD-11091,2024-04-09,Apr,4,Q2,Office Supplies,Stapler Pro,25.4,3,0.05,72.39,34.02,West,LA,In-Store,Government,CUST-4445
ORD-11092,2024-10-19,Oct,10,Q4,Office Supplies,Label Maker,35.26,2,0.1,63.47,22.44,South,Houston,Online,SMB,CUST-8762
ORD-11093,2024-11-30,Nov,11,Q4,Office Supplies,Whiteboard 4x3,131.38,8,0.0,1051.04,332.96,West,Seattle,Online,SMB,CUST-6798
ORD-11094,2024-06-10,Jun,6,Q2,Furniture,Filing Cabinet,233.49,4,0.1,840.56,461.12,West,LA,Direct Sales,SMB,CUST-3292
ORD-11095,2024-08-21,Aug,8,Q3,Office Supplies,Notebook Pack,25.92,6,0.0,155.52,59.8,East,Boston,Wholesale,Enterprise,CUST-8004
ORD-11096,2024-07-14,Jul,7,Q3,Technology,USB-C Hub,78.87,2,0.05,149.85,65.93,East,New York,Online,Enterprise,CUST-8859
ORD-11097,2024-10-30,Oct,10,Q4,Furniture,Ergonomic Chair,522.43,3,0.0,1567.29,485.97,West,LA,Online,Consumer,CUST-7144
ORD-11098,2024-01-31,Jan,1,Q1,Technology,Smart Speaker,76.6,1,0.0,76.6,24.44,North,Detroit,Online,Consumer,CUST-6317
ORD-11099,2024-07-30,Jul,7,Q3,Office Supplies,Sticky Notes Bulk,26.8,1,0.05,25.46,10.43,West,LA,Online,SMB,CUST-5271
ORD-11100,2024-10-12,Oct,10,Q4,Furniture,Bookshelf 5-Tier,151.06,3,0.0,453.18,162.02,East,Boston,Direct Sales,SMB,CUST-4519
ORD-11101,2024-04-04,Apr,4,Q2,Technology,USB-C Hub,62.04,1,0.0,62.04,23.61,East,Boston,In-Store,Government,CUST-3298
ORD-11102,2024-03-02,Mar,3,Q1,Office Supplies,Whiteboard 4x3,100.7,7,0.0,704.9,379.23,North,Detroit,Online,SMB,CUST-1525
ORD-11103,2024-09-15,Sep,9,Q3,Clothing,Work Trousers,96.41,6,0.0,578.46,235.03,North,Chicago,In-Store,Government,CUST-2840
ORD-11104,2024-09-29,Sep,9,Q3,Technology,Wireless Headphones,147.87,3,0.0,443.61,171.88,South,Houston,Wholesale,SMB,CUST-5536
ORD-11105,2024-08-26,Aug,8,Q3,Furniture,Monitor Stand,61.18,4,0.0,244.72,123.48,East,Boston,In-Store,Consumer,CUST-8084
ORD-11106,2024-01-11,Jan,1,Q1,Furniture,Bookshelf 5-Tier,89.57,1,0.1,80.61,43.96,South,Atlanta,Online,SMB,CUST-4651
ORD-11107,2024-10-26,Oct,10,Q4,Office Supplies,Label Maker,50.29,1,0.05,47.78,23.89,East,New York,Online,Enterprise,CUST-6054
ORD-11108,2024-04-02,Apr,4,Q2,Technology,"Laptop Pro 15""",1210.79,2,0.05,2300.5,716.23,East,Boston,Direct Sales,Consumer,CUST-4304
ORD-11109,2024-06-04,Jun,6,Q2,Technology,Webcam HD,75.31,3,0.15,192.04,68.54,North,Chicago,Wholesale,Government,CUST-3017
ORD-11110,2024-07-11,Jul,7,Q3,Technology,USB-C Hub,58.02,3,0.0,174.06,78.36,South,Atlanta,In-Store,Enterprise,CUST-3868
ORD-11111,2024-09-16,Sep,9,Q3,Clothing,Formal Tie,37.59,1,0.0,37.59,18.7,West,Seattle,In-Store,SMB,CUST-4129
ORD-11112,2024-04-17,Apr,4,Q2,Clothing,Leather Belt,39.39,4,0.0,157.56,82.25,West,LA,Online,Consumer,CUST-7558
ORD-11113,2024-02-21,Feb,2,Q1,Furniture,Bookshelf 5-Tier,164.29,1,0.0,164.29,55.54,East,New York,Direct Sales,Enterprise,CUST-7384
ORD-11114,2024-08-29,Aug,8,Q3,Technology,Webcam HD,110.07,3,0.15,280.68,151.19,South,Houston,In-Store,Enterprise,CUST-3551
ORD-11115,2024-03-12,Mar,3,Q1,Office Supplies,Notebook Pack,13.04,3,0.1,35.21,11.74,East,Boston,In-Store,Consumer,CUST-7868
ORD-11116,2024-03-29,Mar,3,Q1,Technology,Mechanical Keyboard,155.78,1,0.1,140.2,70.74,North,Chicago,Online,Enterprise,CUST-7613
ORD-11117,2024-11-16,Nov,11,Q4,Furniture,Bookshelf 5-Tier,144.97,3,0.0,434.91,236.39,North,Detroit,Online,Consumer,CUST-7679
ORD-11118,2024-01-24,Jan,1,Q1,Furniture,Desk Lamp,75.13,3,0.0,225.39,118.32,East,New York,Online,Government,CUST-2841
ORD-11119,2024-08-31,Aug,8,Q3,Furniture,Filing Cabinet,277.42,2,0.05,527.1,272.19,North,Detroit,In-Store,Consumer,CUST-5208
ORD-11120,2024-03-06,Mar,3,Q1,Technology,Smart Speaker,144.69,1,0.05,137.46,72.29,West,LA,Online,SMB,CUST-3336
ORD-11121,2024-04-25,Apr,4,Q2,Office Supplies,Ballpoint Pens (24pk),15.17,4,0.0,60.68,24.04,South,Houston,Online,Consumer,CUST-5933
ORD-11122,2024-06-17,Jun,6,Q2,Office Supplies,Binder Set,34.04,1,0.05,32.34,13.12,East,New York,Online,SMB,CUST-3379
ORD-11123,2024-10-23,Oct,10,Q4,Office Supplies,Notebook Pack,24.71,2,0.1,44.48,17.44,South,Houston,Online,Consumer,CUST-4896
ORD-11124,2024-03-23,Mar,3,Q1,Furniture,Ergonomic Chair,449.23,5,0.0,2246.15,1042.27,West,Seattle,Direct Sales,SMB,CUST-5305
ORD-11125,2024-10-06,Oct,10,Q4,Furniture,Monitor Stand,71.34,1,0.1,64.21,20.48,East,New York,Online,Consumer,CUST-8984
ORD-11126,2024-10-08,Oct,10,Q4,Furniture,Ergonomic Chair,482.8,5,0.0,2414.0,1014.44,North,Detroit,Online,Enterprise,CUST-9901
ORD-11127,2024-03-05,Mar,3,Q1,Technology,Gaming Mouse,89.82,4,0.0,359.28,133.59,South,Atlanta,Online,SMB,CUST-2359
ORD-11128,2024-09-15,Sep,9,Q3,Technology,USB-C Hub,46.09,4,0.05,175.14,62.35,South,Atlanta,In-Store,Consumer,CUST-9692
ORD-11129,2024-09-25,Sep,9,Q3,Technology,Smart Speaker,102.95,3,0.05,293.41,88.23,South,Atlanta,Online,Consumer,CUST-4707
